BIOCHEMICAL	SUPER_PATHWAY	SUB_PATHWAY	LIB_ID	COMP_ID	PLATFORM	RI	MASS	CAS	KEGG	                              Group   HMDB_ID	LT2_1	LT2_2	LT2_3	LT2_4	LT2_5	LT2_6	LT2_7	MYC_1	MYC_2	MYC_3	MYC_4	MYC_5	MYC_6	MYC_7	RAS_1	RAS_2	RAS_3	RAS_4	RAS_5	RAS_6	RAS_7	MYC.RAS_1	MYC.RAS_2	MYC.RAS_3	MYC.RAS_4	MYC.RAS_5	MYC.RAS_6	MYC.RAS_7	MYC.RAS_8	MYC.RAS_9
ribose	Carbohydrate	"Nucleotide sugars, pentose metabolism"	50	12083	GC/MS	1650.2	204	50-69-1;	C00121	HMDB00283	"11,112,831"	"9,368,239"	"12,814,840"	"11,836,592"	"8,242,184"	"5,391,816"	"7,378,115"	"1,303,118"	"1,846,764"	"1,676,794"	"1,238,762"	"1,219,764"	"1,186,773"	"1,440,312"	"648,688"	"2,327,443"	"950,032"	"1,810,156"	"1,873,966"	"2,407,412"	"1,091,125"	"6,226,957"	"6,379,059"	"9,828,134"	"883,772"	"8,287,423"	"5,947,232"	"5,000,986"	"781,391"	"2,582,259"
ribose 5-phosphate	Carbohydrate	"Nucleotide sugars, pentose metabolism"	50	561	GC/MS	1928.4	315.1	18265-46-8;108321-05-7;	C00117	HMDB00618	"319,843"		"311,901"	"129,799"	"91,981"	"98,640"	"71,664"	"16,500"		"69,584"	"51,153"	"114,266"	"17,332"	"59,483"	"93,421"		"95,661"		"56,877"	"142,998"	"60,786"	"93,535"	"97,152"	"246,753"	"90,090"	"108,922"	"105,612"	"96,668"	"72,814"	"49,076"
ribulose	Carbohydrate	"Nucleotide sugars, pentose metabolism"	50	35855	GC/MS	1662	306.1	488-84-6;	C00309	"HMDB00621,HMDB03371"	"873,407"	"723,750"	"847,216"	"906,778"	"632,536"	"476,712"	"575,059"	"128,130"	"187,923"	"174,801"	"161,376"	"98,390"	"126,875"	"155,956"	"76,373"	"186,441"	"88,142"	"166,723"	"193,877"	"276,860"	"111,232"	"601,624"	"648,720"	"882,180"	"103,683"	"768,475"	"588,271"	"603,119"	"67,467"	"235,454"
S-adenosylhomocysteine (SAH)	Amino acid	"Cysteine, methionine, SAM, taurine metabolism"	200	15948	LC/MS	1480	385.1	979-92-0;	C00021	HMDB00939	"395,965"	"332,675"	"419,718"	"404,852"	"439,828"	"296,393"	"346,513"	"53,595"	"58,097"	"84,990"	"74,026"	"109,128"	"70,836"	"86,108"	"60,350"	"47,096"	"61,627"	"75,948"	"89,641"	"141,357"	"43,772"	"94,445"	"107,900"	"183,325"	"122,440"	"180,878"	"184,704"	"125,612"	"58,286"	"143,508"
S-adenosylmethionine (SAM)	Amino acid	"Cysteine, methionine, SAM, taurine metabolism"	200	15915	LC/MS	676	399.1	24346-00-7;	C00019	HMDB01185	"299,773"	"226,419"	"485,271"	"275,033"	"239,508"	"207,137"	"235,117"	"855,454"	"747,414"	"876,798"	"860,797"	"806,990"	"1,180,025"	"1,395,981"	"220,074"	"249,482"	"453,046"	"206,593"	"267,546"	"512,227"	"404,355"	"630,899"	"534,639"	"633,713"	"643,717"	"473,725"	"755,383"	"1,013,054"	"570,016"	"685,753"
S-methylglutathione	Amino acid	Glutathione metabolism	200	33944	LC/MS	1610	322.1	2922-56-7;	C11347		"487,100"	"344,194"	"438,908"	"310,330"	"407,429"	"417,520"	"359,736"								"111,021"	"255,582"	"466,348"	"359,678"	"505,772"	"789,617"	"369,351"	"1,268,786"	"280,076"	"807,089"	"26,255"	"1,352,351"	"388,975"	"173,704"		"195,652"
sarcosine (N-Methylglycine)	Amino acid	"Glycine, serine and threonine metabolism"	50	1516	GC/MS	1182.9	116	107-97-1;	C00213	HMDB00271	"4,261,649"	"2,516,318"	"1,062,576"	"1,465,657"	"1,788,398"	"2,611,529"	"2,442,930"	"291,400"	"178,062"	"260,891"	"270,838"	"257,705"	"685,268"	"695,940"	"462,395"	"2,235,352"	"218,654"	"1,121,611"	"821,787"	"346,204"	"434,312"	"744,682"	"644,548"	"566,409"	"801,722"	"593,198"	"1,104,254"	"964,109"	"321,063"	"896,019"
scyllo-inositol	Lipid	Inositol metabolism	50	32379	GC/MS	1893.8	318.2	488-59-5;	C06153	HMDB06088	"155,418"	"132,073"	"211,657"	"172,518"	"165,961"	"119,944"	"104,457"	"270,164"	"292,651"	"257,619"	"177,770"	"210,453"	"83,613"	"126,093"	"260,828"	"285,262"	"132,472"	"178,518"	"378,989"	"203,550"	"107,934"		"139,433"	"49,613"	"95,998"	"94,697"	"109,241"	"60,260"	"81,476"	"165,072"
sedoheptulose-7-phosphate	Carbohydrate	"Nucleotide sugars, pentose metabolism"	50	35649	GC/MS	2070	691.5	2646-35-7;	C05382	HMDB01068		"14,871"	"8,946"		"23,615"	"9,518"		"17,844"			"60,662"	"24,366"	"16,352"	"26,078"	"35,572"		"20,498"	"24,384"	"14,288"	"25,759"	"44,459"		"9,929"			"6,857"		"5,764"	"22,263"	"14,648"
serine	Amino acid	"Glycine, serine and threonine metabolism"	50	1648	GC/MS	1389.1	204	56-45-1;	C00065	HMDB03406	"21,377,074"	"21,419,840"	"24,125,142"	"23,630,044"	"41,957,952"	"27,324,972"	"28,868,522"	"77,966,888"	"79,914,240"	"90,413,408"	"92,018,792"	"73,403,872"	"89,549,528"	"90,441,024"	"26,715,492"	"33,738,552"	"33,569,784"	"32,149,438"	"27,844,928"	"36,834,508"	"37,190,588"	"60,448,592"	"59,617,000"	"29,873,352"	"87,103,528"	"36,428,616"	"52,919,500"	"39,605,832"	"45,653,116"	"52,499,228"
sorbitol	Carbohydrate	"Fructose, mannose, galactose, starch, and sucrose metabolism"	50	15053	GC/MS	1843	319.1	6706-59-8;	C00794	HMDB00247	"2,628,684"	"2,746,214"	"1,695,273"	"2,050,328"	"600,652"	"1,301,288"	"1,278,993"	"741,235"	"507,417"	"532,820"	"529,653"	"275,232"	"468,304"	"593,094"	"212,235"	"163,500"	"178,048"	"249,992"	"270,724"	"318,007"	"274,093"	"786,772"	"389,467"	"918,751"	"92,338"	"922,762"	"370,939"	"643,489"	"207,027"	"119,350"
spermidine	Amino acid	Polyamine metabolism	200	485	LC/MS	533	146.2	124-20-9;	C00315	HMDB01257	"386,319"	"291,815"	"264,400"	"240,232"	"344,382"	"247,483"	"226,293"	"330,949"	"296,676"	"344,785"	"386,854"	"394,617"	"392,721"	"380,081"	"230,942"	"214,880"	"207,264"	"254,691"	"183,133"	"395,836"	"234,920"	"470,163"	"434,094"	"443,250"	"427,321"	"336,682"	"372,322"	"448,980"	"321,221"	"434,719"
sphinganine	Lipid	Sphingolipid	200	17769	LC/MS	5175	302.3	3102-56-5;	C00836	HMDB00269	"148,698"	"249,643"	"131,261"	"162,383"	"75,219"			"254,899"	"301,478"	"171,959"	"187,409"	"339,050"	"170,524"	"218,996"	"256,336"	"221,403"	"229,889"	"182,407"	"114,293"	"229,703"	"126,006"	"535,945"	"611,166"	"383,572"	"638,082"	"134,644"	"506,161"	"675,485"	"466,679"	"744,212"
sphingosine	Lipid	Sphingolipid	200	17747	LC/MS	5197	300.2	123-78-4;	C00319	HMDB00252	"693,475"	"659,401"	"639,350"	"671,419"	"453,802"	"193,087"	"210,803"	"9,454,422"	"3,543,971"	"5,325,361"	"5,368,308"	"4,911,117"	"3,758,254"	"4,962,439"	"566,796"	"788,403"	"955,248"	"1,445,541"	"621,370"	"937,203"	"706,293"	"3,408,956"	"3,258,514"	"1,118,924"	"6,029,066"	"375,464"	"2,488,302"	"5,214,681"	"3,566,430"	"5,273,862"
squalene	Lipid	Sterol/Steroid	50	1518	GC/MS	2205	69	111-02-4;	C00751	HMDB00256	"437,686"	"323,052"	"428,121"	"580,094"	"518,800"	"276,797"	"420,601"	"417,027"	"322,501"	"576,879"	"941,176"	"376,398"	"672,418"	"437,235"	"112,911"	"181,446"	"126,254"	"97,310"		"325,466"	"96,550"	"559,865"	"711,996"	"790,574"	"759,158"	"718,537"	"824,439"	"637,869"	"151,019"	"374,575"
stachydrine	Amino acid	"Urea cycle; arginine-, proline-, metabolism"	200	34384	LC/MS	860	144.1	4136-37-2;	C10172	HMDB04827	"327,357"	"337,160"	"264,472"	"160,580"	"347,521"	"253,669"	"196,421"	"108,091"	"224,329"	"143,532"	"171,234"	"288,351"	"171,333"	"217,130"	"77,077"	"61,020"		"576,898"	"186,358"	"55,385"	"47,394"	"319,127"	"173,951"	"147,068"	"565,887"	"118,147"	"258,531"	"219,532"	"23,210"	"164,042"
stearate (18:0)	Lipid	Long chain fatty acid	201	1358	LC/MS	5886	283.4	57-11-4;	C01530	HMDB00827	"19,091,298"	"22,531,602"	"21,196,302"	"23,848,244"	"27,322,328"	"24,022,722"	"25,217,236"	"24,349,652"	"31,820,226"	"32,665,166"	"27,787,596"	"30,359,172"	"23,900,424"	"21,906,702"	"34,476,896"	"26,862,564"	"23,694,290"	"24,121,558"	"22,088,192"	"28,551,846"	"29,622,974"	"31,758,458"	"29,435,732"	"23,727,578"	"31,542,054"	"28,381,100"	"39,090,184"	"33,964,888"	"32,277,632"	"34,038,008"
stearidonate (18:4n3)	Lipid	Long chain fatty acid	201	33969	LC/MS	5381	275.3	111174-40-4 ;	C16300	HMDB06547	"149,717"	"111,358"	"322,226"	"240,060"	"215,717"	"263,905"	"210,449"	"111,826"	"480,718"	"148,531"	"126,233"	"223,297"	"325,688"	"388,566"		"21,470"	"24,408"	"58,575"		"54,201"	"32,708"	"190,793"	"163,722"	"282,064"	"87,182"	"203,125"	"367,076"	"212,855"	"96,158"	"185,956"
stearoyl sphingomyelin	Lipid	Sphingolipid	50	19503	GC/MS	2645	311.3	"85187-10-6;85187-10-6
;"	C00550	HMDB01348	"420,809"	"276,552"	"505,607"	"351,778"	"1,234,679"	"1,355,958"	"1,004,176"	"1,305,842"	"1,554,163"	"1,956,460"	"1,538,443"	"1,889,173"	"1,134,670"	"1,405,716"	"595,533"	"414,329"	"458,553"	"287,407"	"514,262"	"563,167"	"505,266"	"972,438"	"1,034,151"	"700,639"	"1,492,394"	"505,700"	"709,554"	"598,607"	"1,122,341"	"911,724"
stearoylcarnitine	Lipid	Carnitine metabolism	200	34409	LC/MS	5300	428.4	18822-91-8;		HMDB00848	"28,730"	"56,244"						"943,859"	"520,618"	"2,417,111"	"1,536,029"	"3,215,893"	"992,522"	"1,509,003"	"12,745,300"	"2,866,646"	"1,358,224"	"1,062,654"	"584,184"	"328,751"	"1,299,023"	"344,665"	"199,183"	"35,076"	"1,408,108"		"93,561"	"209,005"	"1,902,574"	"914,837"
succinate	Energy	Krebs cycle	50	1437	GC/MS	1348	247	110-15-6;	C00042	HMDB00254	"55,259"	"57,429"	"88,259"	"67,563"	"104,265"	"243,596"	"252,701"	"50,665"	"64,516"	"70,895"	"32,204"	"61,696"	"35,327"	"44,553"	"237,433"	"36,270"	"489,017"	"51,108"	"41,102"	"257,416"	"276,019"	"378,600"	"215,504"	"356,721"	"41,715"	"382,565"	"473,541"	"274,695"	"233,136"	"297,864"
succinylcarnitine	Energy	Krebs cycle	200	37058	LC/MS	1401	262.1				"115,472"	"108,780"	"138,393"	"56,975"	"6,797,737"	"7,107,159"	"5,712,860"	"531,230"	"548,079"	"905,598"	"745,944"	"913,573"	"530,214"	"543,733"	"122,241"	"116,809"	"140,137"	"81,916"	"129,272"	"1,193,518"	"780,109"	"2,045,762"	"250,931"	"184,270"	"382,131"	"2,499,882"	"153,874"	"278,618"	"325,079"	"1,645,162"
tagatose	Carbohydrate	"Fructose, mannose, galactose, starch, and sucrose metabolism"	50	35864	GC/MS	1770	217.1		C00795	HMDB03418				"198,081"		"283,021"	"157,965"		"67,154"	"86,811"			"78,804"							"43,370"		"152,569"	"93,277"			"174,836"	"78,176"	"54,322"		
taurine	Amino acid	"Cysteine, methionine, SAM, taurine metabolism"	201	2125	LC/MS	699	124.1	107-35-7;	C00245	HMDB00251	"1,555,113"	"1,452,542"	"1,682,638"	"1,569,670"	"2,213,715"	"2,618,833"	"2,533,626"	"2,532,126"	"2,419,162"	"2,455,719"	"2,568,646"	"2,556,339"	"2,395,955"	"2,385,173"	"997,578"	"1,637,550"	"949,459"	"1,731,120"	"1,529,442"	"1,386,596"	"1,164,604"	"2,084,934"	"1,924,024"	"2,013,007"	"2,173,603"	"1,910,926"	"1,970,243"	"2,130,744"	"1,779,720"	"1,963,493"
tauro-beta-muricholate	Lipid	Bile acid metabolism	201	33983	LC/MS	4763	514.4			HMDB00932	"2,089,855"	"4,830,036"	"4,256,252"	"1,375,724"	"7,333,527"	"7,429,971"	"5,857,681"	"3,230,390"	"4,464,016"	"15,929,498"	"6,123,042"	"23,222,370"	"2,914,900"	"2,430,077"	"10,033,387"	"16,169,187"	"6,637,830"	"21,919,050"	"2,879,793"	"7,273,107"	"5,073,119"	"5,834,081"	"5,892,395"	"4,957,471"	"8,486,342"	"2,226,617"	"4,245,640"	"5,601,919"	"14,202,741"	"13,367,782"
taurochenodeoxycholate	Lipid	Bile acid metabolism	201	18494	LC/MS	5218	498.3	6009-98-9;	C05465	HMDB00951	"397,167"	"483,899"	"532,417"	"228,608"	"1,211,309"	"1,076,898"	"774,778"	"78,819"	"212,712"	"133,851"	"156,176"	"93,008"	"35,244"	"31,810"	"41,721"	"151,873"	"116,173"	"300,378"	"567,104"	"455,816"	"92,513"	"411,729"	"783,590"	"489,621"	"125,544"	"536,606"	"378,560"	"348,449"	"189,418"	"196,341"
taurocholate	Lipid	Bile acid metabolism	201	18497	LC/MS	5122	514.3	145-42-6;	C05122	HMDB00036	"3,927,264"	"4,328,423"	"5,498,247"	"2,511,105"	"5,162,919"	"7,838,870"	"7,591,537"	"4,172,960"	"6,198,406"	"16,103,040"	"6,469,248"	"15,833,620"	"2,671,406"	"3,567,161"	"4,082,120"	"8,433,042"	"3,945,648"	"10,777,079"	"2,824,850"	"8,969,330"	"3,994,619"	"7,741,421"	"10,243,290"	"7,582,977"	"7,671,269"	"4,767,164"	"8,606,320"	"8,712,876"	"7,249,913"	"9,103,603"
taurodeoxycholate	Lipid	Bile acid metabolism	201	12261	LC/MS	5243	498.3	207737-97-1;	C05463	HMDB00896	"320,366"	"256,908"	"453,630"	"398,434"			"554,140"	"377,744"	"381,138"	"558,890"	"562,793"	"231,048"	"151,903"	"114,379"	"29,870"	"159,123"	"59,363"			"447,908"	"67,316"	"206,168"	"1,103,292"	"241,452"	"83,823"		"175,220"			"95,083"
thiamin (Vitamin B1)	Cofactors and vitamins	Thiamine metabolism	200	5341	LC/MS	740	265.1	59-43-8;	C00378	HMDB00235	"150,612"	"224,363"	"239,028"	"183,367"	"164,266"	"146,194"	"230,720"	"57,338"	"63,992"	"42,337"	"27,255"	"39,678"	"45,868"	"35,684"	"23,819"	"100,524"	"84,108"	"69,710"	"75,138"	"122,822"	"58,992"	"162,178"	"121,870"	"200,131"	"41,074"	"205,910"	"128,320"	"137,215"	"72,711"	"88,319"
threitol	Carbohydrate	"Nucleotide sugars, pentose metabolism"	50	35854	GC/MS	1513	217.1	2418-52-2;	C16884	HMDB04136							"15,705"								"125,529"	"76,081"		"43,116"		"23,841"				"34,032"		"28,389"	"20,808"			
threonate	Cofactors and vitamins	Ascorbate and aldarate metabolism	50	27738	GC/MS	1560.7	292.1	70753-61-6;	C01620	HMDB00943	"43,832"	"42,601"	"64,731"	"76,874"	"288,889"	"375,774"	"409,779"	"326,463"	"236,875"	"151,010"	"242,648"	"185,689"	"83,266"	"109,048"	"740,491"	"651,784"	"379,460"	"361,521"	"460,114"	"419,834"	"574,519"	"332,204"	"224,737"	"408,856"	"158,574"	"285,662"	"160,293"	"123,549"	"591,364"	"504,507"
threonine	Amino acid	"Glycine, serine and threonine metabolism"	50	1284	GC/MS	1412.3	218.1	72-19-5;	C00188	HMDB00167	"8,665,820"	"7,310,706"	"7,002,120"	"7,285,443"	"11,128,634"	"7,127,176"	"8,190,616"	"14,214,334"	"15,904,666"	"16,603,247"	"17,247,776"	"11,615,530"	"16,317,285"	"18,097,458"	"6,799,812"	"11,314,084"	"8,410,252"	"9,656,317"	"10,369,104"	"10,621,932"	"10,986,941"	"11,966,835"	"13,808,722"	"7,769,241"	"21,209,410"	"10,124,374"	"11,870,723"	"12,346,430"	"8,725,416"	"10,703,931"
thymidine	Nucleotide	"Pyrimidine metabolism, thymine containing"	201	2183	LC/MS	1935	241.1	50-89-5;	C00214	HMDB00273								"169,343"	"69,575"	"193,661"	"168,643"	"140,850"	"110,564"	"160,306"											"205,804"		"32,326"	"51,726"	"61,361"	"54,225"
thymine	Nucleotide	"Pyrimidine metabolism, thymine containing"	50	604	GC/MS	1429.1	255	65-71-4;	C00178	HMDB00262	"21,932"	"27,556"		"19,809"	"37,290"	"36,722"	"18,425"	"219,701"	"360,021"	"143,252"	"192,962"	"165,121"	"153,329"	"292,233"	"12,491"	"40,581"	"45,597"	"28,186"	"35,740"	"36,529"	"18,314"	"88,096"	"119,968"	"35,785"	"259,376"	"44,832"	"120,533"	"147,794"	"66,573"	"107,496"
tiglyl carnitine	Amino acid	"Valine, leucine and isoleucine metabolism"	200	35428	LC/MS	2317	244.1	64191-86-2;		HMDB02366	"50,543"		"67,401"	"37,416"	"190,267"	"141,170"	"161,581"	"39,156"	"52,936"	"21,683"	"18,885"					"17,746"		"52,253"	"38,073"	"22,872"	"29,451"	"26,794"	"50,475"	"48,712"	"26,682"	"39,925"	"58,299"	"36,622"		"20,882"
trans-4-hydroxyproline	Amino acid	"Urea cycle; arginine-, proline-, metabolism"	50	1366	GC/MS	1537	140	51-35-4;	C01157	HMDB00725	"662,435"	"544,647"	"218,314"	"217,912"		"129,003"		"261,706"	"230,070"	"234,898"	"267,195"	"244,802"	"836,290"	"680,530"	"101,850"	"291,765"	"185,635"	"437,535"	"782,508"	"400,354"	"394,700"	"421,859"	"827,927"	"487,873"		"353,797"	"794,384"	"805,125"	"271,927"	"780,554"
trigonelline (N'-methylnicotinate)	Cofactors and vitamins	Nicotinate and nicotinamide metabolism	200	32401	LC/MS	757	138.1	6138-41-6 ;	C01004	HMDB00875	"414,239"	"384,836"	"326,202"	"396,889"	"229,646"	"267,246"	"242,976"	"85,232"	"91,568"	"49,116"	"105,118"	"62,264"	"60,796"	"128,124"	"25,538"	"125,234"	"63,328"	"410,904"	"256,102"	"165,249"	"148,544"	"331,646"	"195,160"	"361,144"	"102,722"	"692,710"	"608,610"	"533,074"	"92,276"	"190,695"
tryptophan	Amino acid	Tryptophan metabolism	200	54	LC/MS	2445	205.1	73-22-3;	C00078	HMDB00929	"4,099,562"	"4,088,116"	"4,101,856"	"3,860,483"	"6,424,697"	"5,154,892"	"5,066,368"	"6,914,783"	"9,354,308"	"8,552,584"	"9,002,596"	"7,640,247"	"8,792,990"	"10,935,723"	"2,913,353"	"4,338,139"	"4,421,964"	"4,212,287"	"6,088,550"	"6,195,659"	"5,207,677"	"6,724,847"	"6,789,306"	"5,231,816"	"12,932,846"	"6,495,651"	"7,377,027"	"7,146,652"	"5,287,476"	"5,980,182"
tyrosine	Amino acid	Phenylalanine & tyrosine metabolism	200	1299	LC/MS	1516	182.1	60-18-4;	C00082	HMDB00158	"5,258,343"	"4,267,701"	"5,535,878"	"6,084,346"	"3,007,507"	"3,356,758"	"2,584,120"	"13,008,207"	"15,438,476"	"13,831,023"	"15,102,318"	"13,317,738"	"14,509,210"	"16,784,002"	"3,773,264"	"5,737,123"	"5,762,283"	"2,434,899"	"5,966,212"	"6,652,318"	"6,599,808"	"10,112,853"	"8,257,344"	"4,595,940"	"18,013,164"	"7,103,279"	"7,879,145"	"9,498,011"	"8,527,204"	"9,063,709"
UDP-galactose	Carbohydrate	Nucleotide sugars	50	15860	GC/MS	1973	243.1	2956-16-3;91183-98-1;	C00052	HMDB000302	"61,673"	"48,758"	"235,752"	"209,554"	"75,868"	"100,129"		"99,640"	"84,795"				"182,622"	"290,774"		"49,547"	"136,081"	"152,031"		"188,418"		"334,048"	"205,318"	"439,530"	"98,659"	"582,716"	"339,441"	"199,941"	"189,722"	"396,092"
UDP-glucuronate	Carbohydrate	"Nucleotide sugars, pentose metabolism"	201	2763	LC/MS	594	579.1	28053-08-9;63700-19-6;	C00167	HMDB00935								"182,595"	"16,959"	"100,753"	"97,302"	"115,317"	"224,352"	"182,182"															"24,789"	"44,885"
uracil	Nucleotide	"Pyrimidine metabolism, uracil containing"	50	605	GC/MS	1370.4	241	66-22-8;	C00106	HMDB00300	"2,809,322"	"2,740,063"	"2,126,381"	"3,262,626"	"6,371,428"	"6,230,040"	"6,000,001"	"5,515,073"	"6,607,571"	"5,908,978"	"6,341,934"	"4,311,384"	"5,407,652"	"5,469,296"	"4,437,820"	"4,840,582"	"5,486,181"	"8,340,810"	"7,101,578"	"6,099,679"	"9,372,424"	"6,929,680"	"5,729,573"	"2,977,154"	"10,941,552"	"6,132,973"	"6,747,883"	"4,672,979"	"5,661,448"	"7,710,784"
urea	Amino acid	"Urea cycle; arginine-, proline-, metabolism"	50	1670	GC/MS	1223.9	171	57-13-6;	C00086	HMDB00294	"5,909,754"	"6,345,826"	"5,999,049"	"3,911,069"	"7,972,712"	"4,492,183"	"4,899,801"	"7,643,586"	"3,703,713"	"3,948,970"	"6,482,807"	"2,268,837"	"4,244,228"	"4,679,308"	"160,799,408"	"86,906,168"	"2,576,227"	"74,214,504"	"10,451,579"	"5,355,084"	"3,772,381"	"4,430,969"	"8,081,064"	"5,362,083"	"12,584,688"	"4,311,605"	"4,722,842"	"5,521,580"	"3,519,277"	"4,484,688"
uridine	Nucleotide	"Pyrimidine metabolism, uracil containing"	201	606	LC/MS	1467	243.1	58-96-8;	C00299	HMDB00296	"1,397,057"	"1,383,524"	"1,488,209"	"1,354,030"	"1,075,385"	"987,747"	"1,016,262"	"1,148,602"	"1,254,605"	"1,355,496"	"1,137,362"	"1,308,357"	"1,100,488"	"1,330,912"	"512,660"	"446,904"	"709,835"	"1,030,183"	"822,077"	"1,062,877"	"1,145,058"	"1,242,778"	"1,045,331"	"1,497,824"	"1,528,951"	"1,389,144"	"1,614,533"	"1,548,406"	"1,472,234"	"1,387,405"
valerylglycine	Lipid	Fatty acid metabolism	201	36768	LC/MS	2117	158.1	24003-66-5;		HMDB00927	"60,878"	"61,392"	"38,803"	"38,951"		"16,527"	"22,566"									"18,075"						"18,741"	"21,833"	"18,018"		"17,414"	"19,361"		"16,334"	
valine	Amino acid	"Valine, leucine and isoleucine metabolism"	200	1649	LC/MS	1040	118.1	72-18-4;	C00183	HMDB00883	"10,857,547"	"9,916,614"	"8,842,286"	"10,635,787"	"13,599,935"	"10,526,369"	"10,062,726"	"12,930,352"	"15,551,816"	"13,761,340"	"15,769,786"	"12,332,350"	"13,792,890"	"16,414,007"	"7,446,686"	"11,994,691"	"9,096,881"	"8,720,418"	"11,776,980"	"10,546,214"	"9,678,642"	"12,915,547"	"13,710,022"	"9,184,509"	"19,883,756"	"12,890,859"	"13,706,715"	"12,481,096"	"9,494,280"	"10,819,064"
xanthine	Nucleotide	"Purine metabolism, (hypo)xanthine/inosine containing"	201	3147	LC/MS	992	151.1	69-89-6;	C00385	HMDB00292	"647,790"	"736,244"	"609,463"	"847,902"	"1,068,818"	"925,572"	"1,082,496"	"698,283"	"921,750"	"644,794"	"684,058"	"494,954"	"702,159"	"899,500"	"567,598"	"747,138"	"507,789"	"939,721"	"722,772"	"602,929"	"827,668"	"819,260"	"943,573"	"593,598"	"1,102,798"	"874,783"	"949,254"	"749,758"	"604,708"	"719,231"
xanthosine	Nucleotide	"Purine metabolism, (hypo)xanthine/inosine containing"	200	15136	LC/MS	1785	285	146-80-5;	C01762	HMDB00299	"915,685"	"927,468"	"538,582"	"705,488"	"428,097"	"616,161"	"801,891"	"39,067"	"190,599"	"139,728"	"104,839"	"103,817"	"41,145"	"132,432"	"16,812"	"68,101"	"35,523"	"49,531"	"135,575"	"98,084"	"39,273"	"257,731"	"210,862"	"381,129"	"190,459"	"422,755"	"221,485"	"295,355"	"69,911"	"62,048"
xylitol	Carbohydrate	"Nucleotide sugars, pentose metabolism"	50	4966	GC/MS	1677.6	307.2	87-99-0;	C00379	HMDB00568	"457,890"	"515,335"	"328,311"	"381,285"	"156,877"	"324,364"	"318,760"	"41,229"	"81,828"	"52,793"		"41,583"	"34,952"	"31,059"	"35,639"	"52,391"	"26,559"	"52,262"	"82,153"	"62,330"	"58,627"	"136,111"	"95,080"	"192,516"	"20,259"	"211,404"	"78,117"	"163,748"	"54,409"	"57,180"
xylonate	Carbohydrate	"Nucleotide sugars, pentose metabolism"	50	35638	GC/MS	1722	292	73686-31-7;	"C00502,C05411"		"624,974"	"857,871"	"995,366"	"1,018,218"	"993,273"	"1,195,989"	"1,036,140"	"113,189"	"300,605"	"63,433"	"121,449"	"107,695"	"173,401"	"206,580"	"252,611"	"264,073"	"155,873"	"236,040"	"315,166"	"177,319"	"104,155"	"599,439"	"356,911"	"532,157"	"201,024"	"423,479"	"336,148"	"267,050"	"243,897"	"281,880"
xylulose	Carbohydrate	"Nucleotide sugars, pentose metabolism"	50	18344	GC/MS	1668	306.1	551-84-8;	C00310	HMDB00654	"98,190"	"69,449"	"94,253"	"101,332"	"79,409"	"61,524"	"84,940"	"70,559"	"43,205"	"68,125"	"55,016"	"42,335"	"51,921"	"48,652"		"23,799"	"12,898"	"17,214"		"37,316"	"33,684"	"97,938"	"74,336"	"107,335"	"27,349"	"108,368"	"105,292"	"97,133"	"13,190"	"41,196"
